,SB,SW,SR,SN,SE,SS,PUN,SP,PJ,PW,PR,PS,PI,PC,PL,PM,PZ,PX,PF,PA,PN,BF,FB,FG,FL,FM,FS,CE,CW,CY,CR,LA,LE,LW,LS,HE,HW,HM,TA,TE,OC,PO,PL,PB,PD,PX,PA,BP,BW,BY,BT,BL,BM,BC,BUN,MH,MS,AG,MB,MN,MM,ST,MP,OR,OW,OB,OK,OP,OS,OC,OE,OX,OY,OL,AB,AW,AX,AH,AM,EA,ER,ES,EU,EX,HB,HS,HC,HG,WB,BU,CB,CP,CV,CD,CH,SA,SBW,SF,SH,SK,SL,SM,SNW,SO,AL,AGL,AR,AV,BE,BI,CA,BA,BD,IW,BLUE,SY,TU,HK,SAS,GYM,GLED,MAG,PT,NYS,HAM,RHO,ROB,RHA,RHF,SOR,SOU,SOE,EUG,AT,CRB,AP,APM,CORN,CORA,CORS,VIB,VIBL,CEPH,OH,U
CP,0.7969887,0.7910132,0.80623084,0.8162549,0.7886274,0.78479624,0.8147317,0.8151432,0.79719675,0.77889377,0.80199516,0.79496944,0.8177629,0.78839326,0.77346313,0.75166714,0.7882117,0.783411,0.7688112,0.78087795,0.8163243,0.78891784,0.7770239,0.785546,0.78054696,0.78425395,0.8024546,0.71545637,0.7203238,0.724018,0.7523559,0.771457,0.81001353,0.76821244,0.7681962,0.7381104,0.73110706,0.744423,0.7406495,0.74792117,0.77658665,0.8256943,0.78240716,0.77363354,0.7565292,0.7918683,0.78703076,0.7778335,0.8164669,0.7837393,0.7818402,0.80544543,0.76423115,0.7499649,0.7942969,0.76845884,0.7752319,0.76572466,0.76347995,0.79402703,0.77140206,0.80985636,0.79700595,0.7850262,0.7813724,0.7779741,0.7713549,0.82465076,0.7554474,0.7625704,0.7985071,0.80140483,0.76120883,0.77958363,0.7683544,0.7767291,0.79394346,0.7801781,0.8006574,0.7440233,0.7454742,0.7713023,0.7476613,0.7608394,0.80508626,0.77610606,0.7701194,0.79806757,0.77271104,0.7760514,0.8546683,1.0000001,0.84895146,0.87043905,0.8619143,0.7637549,0.7586859,0.7547433,0.7511072,0.78014797,0.7774329,0.77396595,0.7549186,0.7488935,0.75242746,0.76068217,0.78823847,0.7758978,0.76058275,0.7791711,0.80552125,0.7652215,0.7639328,0.74618423,0.7864708,0.7939544,0.77262396,0.7984099,0.7535694,0.76602286,0.74816215,0.745226,0.7415224,0.757319,0.73847604,0.7723692,0.76807576,0.76212245,0.7470298,0.77276444,0.7911702,0.77006197,0.7166995,0.77553296,0.7479292,0.79185814,0.80280447,0.74792594,0.7502363,0.73746306,0.76307285,0.72659874,0.72986627,0.81523275,0.73974526
CV,0.7481112,0.73428726,0.74270236,0.74578315,0.7429699,0.7406168,0.7511257,0.7550489,0.7388886,0.7276422,0.7377023,0.72819704,0.7396609,0.7468551,0.735941,0.73110306,0.73384345,0.7350749,0.72920746,0.7465861,0.75914717,0.73329365,0.71638775,0.73118496,0.71194065,0.7266246,0.740432,0.7205522,0.71620005,0.7068779,0.8053372,0.73031443,0.7492576,0.74180734,0.7246418,0.71842146,0.70551574,0.7124934,0.6846966,0.72542536,0.75333893,0.76251334,0.7492525,0.75541043,0.7557023,0.7701194,0.74995303,0.7362318,0.7676278,0.7459464,0.75174475,0.7687986,0.7465751,0.76215637,0.7264281,0.75559074,0.7549147,0.7429806,0.7387296,0.7601167,0.75712115,0.74974465,0.7464572,0.7608108,0.75224894,0.7438688,0.7558078,0.76050436,0.73926413,0.7359701,0.7305775,0.76796395,0.7386192,0.76566947,0.74139625,0.76543635,0.76970375,0.7643488,0.765894,0.7387988,0.74362147,0.757813,0.72701323,0.7441504,0.7666535,0.7606618,0.74569184,0.78306484,0.7629642,0.7796055,0.8137313,0.84895146,1.0,0.8250785,0.84914273,0.73608625,0.7290737,0.7364201,0.7521858,0.7514384,0.733444,0.73963225,0.7439935,0.724272,0.7472534,0.723336,0.74985635,0.7777002,0.7404925,0.74439776,0.7724817,0.7321912,0.712186,0.8046943,0.7907364,0.7956941,0.7512069,0.7885684,0.7266148,0.7515981,0.7143833,0.75965434,0.7508329,0.7456837,0.8013224,0.74807787,0.71795356,0.759066,0.745009,0.7576133,0.7614658,0.77357495,0.7400732,0.8014219,0.7465037,0.7996754,0.765277,0.7514095,0.727871,0.7477952,0.7846966,0.7411918,0.7489711,0.7797712,0.725896
CD,0.75012034,0.74514294,0.76357114,0.78392935,0.7486456,0.7534794,0.795131,0.7714564,0.76184267,0.7615622,0.7480021,0.7847405,0.76962703,0.75352985,0.75883853,0.7732994,0.79052174,0.75201494,0.7458169,0.7420696,0.7874822,0.74392533,0.75279593,0.7610225,0.72128147,0.7514984,0.7601651,0.69981563,0.72923756,0.7109467,0.72316426,0.7344023,0.8173027,0.73644865,0.7409346,0.7128713,0.7110463,0.7177885,0.7249794,0.7329055,0.7592241,0.8009448,0.7593084,0.7499924,0.7607377,0.79412794,0.8115109,0.79969466,0.7637645,0.7456728,0.77283823,0.7870596,0.7589255,0.74519444,0.7992428,0.76683956,0.77573985,0.7483252,0.7538623,0.8200223,0.77878815,0.7387959,0.8247245,0.7626577,0.75816137,0.7477358,0.7431006,0.7841085,0.75160253,0.7335463,0.75269175,0.7964679,0.7461681,0.7592501,0.74073994,0.73926055,0.75978255,0.76035523,0.7783445,0.7286583,0.7240108,0.75456595,0.75335675,0.7760786,0.77096397,0.7467741,0.7380706,0.78179055,0.7521203,0.7617038,0.84575313,0.87043905,0.8250785,1.0000004,0.89532757,0.76518947,0.80573034,0.7676705,0.7700687,0.7962151,0.76819116,0.7964743,0.7698813,0.7903247,0.74600005,0.76830775,0.7558457,0.75843394,0.75292754,0.8279324,0.7677819,0.75262934,0.798388,0.71314734,0.7791874,0.7971282,0.769919,0.7786428,0.7264428,0.7664528,0.72484684,0.75635815,0.75431114,0.74944115,0.7199923,0.7782936,0.7429672,0.7952233,0.77086127,0.758859,0.7603823,0.8217431,0.7381497,0.77173054,0.75743055,0.80438733,0.81648505,0.741971,0.7444487,0.74968636,0.7399038,0.7208004,0.72767526,0.78244424,0.74443185
CH,0.72385395,0.7480948,0.7429126,0.76962304,0.7389613,0.72367364,0.7693475,0.7544161,0.7401285,0.7393554,0.7200727,0.74745804,0.7422599,0.7391732,0.7369125,0.73932946,0.7577161,0.74403864,0.7152589,0.7625425,0.75971496,0.72618496,0.726985,0.7545823,0.7142285,0.74305475,0.76073444,0.7147163,0.71462727,0.7264832,0.74830425,0.7262981,0.7990308,0.73682046,0.7131082,0.7049475,0.70428795,0.7084912,0.70362765,0.7144561,0.74281275,0.7946127,0.7625074,0.74297255,0.7564086,0.7900573,0.8062228,0.7849554,0.7620032,0.75648665,0.75959146,0.80593574,0.7537191,0.73013616,0.7845355,0.7673743,0.7716737,0.7497708,0.76399827,0.8147668,0.76074284,0.7260429,0.8071912,0.76508975,0.77270865,0.76414233,0.74746025,0.7824501,0.76931083,0.76072544,0.74759007,0.799448,0.7574312,0.74126464,0.72834384,0.75955623,0.7521596,0.7471267,0.79013145,0.7514811,0.75257397,0.76568586,0.75559485,0.80614966,0.7779495,0.7718048,0.7535328,0.7869832,0.7569329,0.7711158,0.841819,0.8619143,0.84914273,0.89532757,1.0,0.7482549,0.7807655,0.755438,0.74150825,0.773996,0.74792075,0.75826687,0.748872,0.7613051,0.7460371,0.76532584,0.7669218,0.7576835,0.7543118,0.7996287,0.78877014,0.7556831,0.7544246,0.74147266,0.7640722,0.80133665,0.7567252,0.7959773,0.7431888,0.77877593,0.74223953,0.7836073,0.7478702,0.7370625,0.73862064,0.76065314,0.7529898,0.78573304,0.7745372,0.7538035,0.75706816,0.7984597,0.70089287,0.777839,0.769822,0.8307673,0.84215105,0.72283614,0.7161235,0.72291136,0.7641545,0.73873657,0.73204505,0.78568184,0.73127604
SA,0.77463335,0.7390629,0.7300927,0.7319416,0.73756117,0.7420175,0.7494421,0.7314049,0.76221895,0.73817235,0.7683639,0.76421463,0.734906,0.73781395,0.7407308,0.7009796,0.8221427,0.7230225,0.73862493,0.73797727,0.7645602,0.74673253,0.72202265,0.7351512,0.729665,0.735314,0.73871684,0.7144711,0.72854376,0.71476954,0.72446436,0.7529065,0.78191274,0.7467105,0.76236075,0.7347677,0.74036825,0.71949685,0.716841,0.7253873,0.75800467,0.7882748,0.7747397,0.79782426,0.811586,0.7978635,0.782759,0.872179,0.77883995,0.76872164,0.78749716,0.7792586,0.8833579,0.7697119,0.7710223,0.76542926,0.78271455,0.79087293,0.7916647,0.7666615,0.74077225,0.7238076,0.76705754,0.80010366,0.7763827,0.7911619,0.82380563,0.8274862,0.8318594,0.7601463,0.8034638,0.7961021,0.79018646,0.78902346,0.8693054,0.74651664,0.7670496,0.7649256,0.7871224,0.78116703,0.7684215,0.7543115,0.7300618,0.75608134,0.78823406,0.7703558,0.80053586,0.77607477,0.85549116,0.7827066,0.8028552,0.7637549,0.73608625,0.76518947,0.7482549,1.0,0.8489778,0.83798355,0.85519785,0.85586816,0.8486738,0.89917827,0.84628356,0.84374404,0.8042417,0.82452786,0.7869239,0.753493,0.74394125,0.75947374,0.7850905,0.77471423,0.75447774,0.72591877,0.7801219,0.8179536,0.7514986,0.7691286,0.7778439,0.7637685,0.75704235,0.71204084,0.7607857,0.8301797,0.7273116,0.7602641,0.8063817,0.7539732,0.75326204,0.75063753,0.75344396,0.7598827,0.6928499,0.70022655,0.7443243,0.7518102,0.7412847,0.73154795,0.74380654,0.77625996,0.73512053,0.7387651,0.76647097,0.79752934,0.72100914
SBW,0.751865,0.81284446,0.7568865,0.77581686,0.7543311,0.7505342,0.75680566,0.7682251,0.77543765,0.78498125,0.7449982,0.7874063,0.7388317,0.74300855,0.7316034,0.71635044,0.7505863,0.7761957,0.7463288,0.7875918,0.7735635,0.76546305,0.7523034,0.7757846,0.76220876,0.7868291,0.80128133,0.74441785,0.7455061,0.7313999,0.74410635,0.75904214,0.8311689,0.7749939,0.75447273,0.7302425,0.7342142,0.72356737,0.73407453,0.74083674,0.7750488,0.7949585,0.77054775,0.7991573,0.81344867,0.8008065,0.9059376,0.7914811,0.7786772,0.7745415,0.79646033,0.7695261,0.8017647,0.8046403,0.8201581,0.7736336,0.7785442,0.81218326,0.7934313,0.78948,0.79416156,0.76210475,0.8025714,0.7575915,0.84482175,0.7774716,0.7480503,0.7860659,0.81432354,0.7381712,0.7648021,0.78917134,0.77985376,0.7632811,0.75923175,0.793919,0.7908466,0.73464507,0.7932639,0.78595436,0.7508358,0.751673,0.74807054,0.77871513,0.74778014,0.7366816,0.7712265,0.7321922,0.7569335,0.7888277,0.7503118,0.7586859,0.7290737,0.80573034,0.7807655,0.8489778,0.9999999,0.8413553,0.8537878,0.85328305,0.87834036,0.91166914,0.85368925,0.89273554,0.80833447,0.8130163,0.7862631,0.77218074,0.7433063,0.8061723,0.76402,0.7815706,0.793404,0.71176815,0.7579875,0.79957616,0.7273598,0.76700234,0.7538336,0.7324408,0.73832965,0.71060276,0.7460981,0.73362374,0.73070556,0.75606847,0.76565003,0.78283083,0.79827076,0.7826693,0.7635134,0.8065979,0.71452266,0.7153757,0.75821406,0.75441444,0.7802178,0.72146326,0.73233783,0.77007234,0.7307084,0.7328324,0.73542243,0.7982659,0.71643907
SF,0.72774035,0.7349644,0.7309057,0.7191664,0.71381515,0.7096434,0.7566249,0.7264925,0.744838,0.74421436,0.7486938,0.7248045,0.72197115,0.74017453,0.7190829,0.6940476,0.7146345,0.7120649,0.71514213,0.74186885,0.7523943,0.7234695,0.7138196,0.7279798,0.7152246,0.7391065,0.7352693,0.71605587,0.73145854,0.7214008,0.70258874,0.72264826,0.74026245,0.72920364,0.7267115,0.7388582,0.7217024,0.72176707,0.71640354,0.7322208,0.7289711,0.7923266,0.78819364,0.78204614,0.80989695,0.77844095,0.77444184,0.7794412,0.77835476,0.7602426,0.7694853,0.75326765,0.77862656,0.7878438,0.7572433,0.74554193,0.72910345,0.75278825,0.7653599,0.74413073,0.7468308,0.72449964,0.76025677,0.75548816,0.744015,0.75085896,0.7366613,0.7620097,0.7326379,0.7082506,0.75909877,0.7641554,0.74687034,0.7394075,0.7386614,0.7431059,0.7645559,0.73209655,0.755331,0.753209,0.7396926,0.73264563,0.70241106,0.7176932,0.76118195,0.7367972,0.74316704,0.7379938,0.7659451,0.7605757,0.76131344,0.7547433,0.7364201,0.7676705,0.755438,0.83798355,0.8413553,1.0000004,0.838841,0.82543737,0.8511986,0.8780893,0.82857215,0.823614,0.75733966,0.77285284,0.7478109,0.73871136,0.7292131,0.7458808,0.73245454,0.7616408,0.73856795,0.7048324,0.74836457,0.80419695,0.72282577,0.74134254,0.7336917,0.7185086,0.73923635,0.7101408,0.74254036,0.7434924,0.6818929,0.7242504,0.7449987,0.72934765,0.73704225,0.75524735,0.77151734,0.75550115,0.6778936,0.7085011,0.7483397,0.73763907,0.7564609,0.7012792,0.73187166,0.73513615,0.70639664,0.6969634,0.7256964,0.78537464,0.68632066
SH,0.714944,0.7171612,0.71575916,0.7223534,0.7157954,0.7137531,0.72166836,0.71586204,0.744146,0.73031086,0.73301256,0.72224844,0.72823393,0.7329879,0.7082932,0.713148,0.72524697,0.703413,0.73351485,0.73837835,0.7439957,0.7288855,0.7224446,0.73047626,0.7393954,0.7292218,0.727219,0.6963825,0.7287012,0.703756,0.7385595,0.72913355,0.7661345,0.743257,0.73982984,0.699294,0.7006924,0.69978315,0.7000568,0.72958976,0.7471831,0.7721682,0.7637979,0.79708296,0.8014952,0.75697386,0.78083944,0.7683525,0.76701146,0.7438456,0.77512103,0.7608174,0.7886954,0.7972705,0.73720455,0.73605394,0.7699513,0.7737244,0.7608994,0.75004554,0.7757522,0.737861,0.75523883,0.76324064,0.7407032,0.76441944,0.74735874,0.76174855,0.7390363,0.716605,0.7596637,0.74472225,0.76353323,0.76752776,0.7596047,0.7367649,0.7626504,0.72830623,0.76280993,0.74683774,0.7458901,0.7450653,0.71178305,0.7174399,0.7354742,0.7290499,0.7550097,0.70219064,0.7346253,0.75124717,0.739977,0.7511072,0.7521858,0.7700687,0.74150825,0.85519785,0.8537878,0.838841,0.9999999,0.8326612,0.865577,0.8976643,0.8356699,0.8547604,0.7726212,0.7514192,0.7603837,0.7639115,0.7001368,0.7182592,0.7514121,0.73159504,0.73548394,0.72256625,0.74657553,0.7876098,0.72710717,0.7380736,0.75731045,0.70802736,0.7033218,0.6737406,0.7445495,0.7178104,0.71366847,0.77462626,0.7561329,0.7326816,0.737527,0.7802339,0.79531914,0.7770037,0.6931339,0.7430301,0.75216615,0.7347035,0.739463,0.72664773,0.7313533,0.7697483,0.73702085,0.7329792,0.70684355,0.7713493,0.7064465
SK,0.7704536,0.7361533,0.73436505,0.7545486,0.74106324,0.735484,0.7567661,0.75208545,0.76014984,0.73764664,0.74449897,0.7581211,0.72311795,0.73217833,0.7243825,0.72809625,0.7295063,0.7164233,0.7420633,0.7454511,0.7678848,0.7655153,0.754684,0.75089073,0.74871266,0.74148965,0.75029147,0.70210683,0.71444863,0.7500948,0.72825885,0.7698076,0.7847903,0.73384017,0.7619659,0.72317815,0.7174695,0.72513187,0.7393228,0.7642094,0.77081513,0.77274716,0.74895704,0.77711195,0.7594168,0.7633351,0.7673943,0.7687696,0.80004716,0.7717063,0.7877588,0.7989243,0.7891975,0.790938,0.79323405,0.7508775,0.7731601,0.75743365,0.7626945,0.76762116,0.7776054,0.738115,0.76586115,0.76223475,0.7713034,0.78406197,0.7927653,0.77592427,0.78336954,0.73773044,0.7698958,0.76365465,0.7638109,0.78710485,0.7891143,0.74582905,0.7574958,0.7393218,0.7854314,0.7520294,0.75600845,0.73944575,0.71659875,0.7557711,0.7555058,0.7402805,0.73771334,0.741245,0.7766521,0.78058535,0.7795194,0.78014797,0.7514384,0.7962151,0.773996,0.85586816,0.85328305,0.82543737,0.8326612,1.0,0.8593662,0.8913829,0.84447074,0.83712053,0.7960624,0.77484906,0.75752133,0.762618,0.7397195,0.77021265,0.7691685,0.76184666,0.7653471,0.6950568,0.752035,0.7590232,0.7273208,0.75882447,0.74288046,0.73902965,0.7369575,0.70751816,0.72481215,0.75620246,0.715215,0.75869906,0.7727633,0.7521208,0.77821404,0.8077797,0.81920344,0.7922426,0.69437313,0.7222961,0.76522297,0.75750285,0.7648207,0.7208823,0.7357894,0.75866175,0.73462445,0.74929684,0.7455884,0.79431003,0.7193897
SL,0.73950994,0.7552258,0.74323314,0.74113286,0.73769355,0.737635,0.7581653,0.7487709,0.7460182,0.7308917,0.7447884,0.74237835,0.7105976,0.7289754,0.7303549,0.7262421,0.7171027,0.7273257,0.72216177,0.74784935,0.75344765,0.7432745,0.7402626,0.7429605,0.75758773,0.7520108,0.75304145,0.714586,0.7208025,0.73824215,0.7032531,0.7624049,0.7938654,0.7648542,0.768466,0.71156126,0.7159797,0.7108902,0.7463211,0.7571842,0.7582562,0.7776674,0.7572614,0.76969194,0.76869243,0.74868155,0.7741218,0.7575313,0.7697908,0.7747587,0.75302684,0.7686204,0.7784341,0.7884796,0.75798863,0.7502912,0.76030177,0.7745077,0.7641031,0.7394541,0.7710956,0.7623379,0.7516284,0.7653688,0.7646451,0.7681844,0.7418412,0.76993024,0.76499784,0.71375626,0.7642369,0.764748,0.76364726,0.7739168,0.7568094,0.75114846,0.75718904,0.71962714,0.7652431,0.7731633,0.75633436,0.7587365,0.73588777,0.7410695,0.735785,0.7239792,0.73143893,0.70154536,0.7470943,0.75848544,0.75401694,0.7774329,0.733444,0.76819116,0.74792075,0.8486738,0.87834036,0.8511986,0.865577,0.8593662,1.0,0.9117731,0.8732511,0.84861815,0.8140944,0.78037375,0.76731396,0.7720924,0.7201042,0.7591265,0.7491591,0.76831156,0.7689774,0.70940506,0.76391375,0.76370263,0.7403916,0.74824643,0.7481741,0.7075443,0.7199267,0.70600224,0.7359169,0.7445686,0.70586944,0.7554064,0.73862255,0.7571368,0.77404314,0.78166556,0.78924644,0.7769613,0.72821987,0.73870784,0.74427897,0.7334089,0.74798036,0.71172476,0.7232869,0.75682795,0.7451017,0.7421442,0.7327415,0.78386825,0.73356515
SM,0.7795508,0.77133876,0.7683848,0.7690853,0.7568706,0.75873697,0.7716404,0.7818166,0.7734479,0.7541948,0.7680038,0.76632136,0.74153787,0.75016963,0.7445799,0.7244498,0.7376052,0.7342607,0.7515342,0.7531913,0.79590356,0.7785142,0.7677381,0.7683715,0.7599076,0.7656587,0.7630639,0.7277428,0.7452893,0.75521725,0.7298577,0.78102595,0.80844855,0.77842665,0.7897853,0.7506696,0.74441487,0.7239754,0.7511838,0.7864314,0.8167329,0.8036349,0.78194094,0.8068981,0.80117476,0.79836416,0.7970947,0.7846817,0.7928858,0.78961444,0.7925639,0.7869782,0.8022326,0.81006396,0.7735693,0.77911335,0.7974242,0.80151594,0.7934907,0.7760237,0.80324197,0.75391334,0.785082,0.7911885,0.7774249,0.7910881,0.7678261,0.80067307,0.79187834,0.7336254,0.78079706,0.78622186,0.7733802,0.785514,0.7848847,0.7498839,0.76592547,0.73408234,0.80170965,0.7930155,0.7624022,0.7642062,0.7252128,0.7560582,0.76810855,0.7442331,0.7518064,0.7288654,0.7709925,0.79028875,0.7682872,0.77396595,0.73963225,0.7964743,0.75826687,0.89917827,0.91166914,0.8780893,0.8976643,0.8913829,0.9117731,1.0000002,0.89845157,0.8850179,0.8266133,0.81078196,0.804302,0.7730523,0.75101835,0.7816393,0.7639646,0.77398366,0.7737106,0.72119325,0.7644735,0.7983321,0.7405108,0.7577827,0.76505464,0.7350094,0.7485067,0.7062092,0.7433203,0.76028883,0.72451574,0.7907128,0.77502465,0.7620696,0.78280437,0.792153,0.78702796,0.7796361,0.71549743,0.7214544,0.7938065,0.7538345,0.7872987,0.7356151,0.7509325,0.798263,0.728986,0.7448935,0.7594362,0.821584,0.7619228
SNW,0.73421586,0.73737746,0.7346478,0.72694635,0.72103786,0.7246661,0.7362061,0.7383704,0.72560257,0.7063462,0.72323793,0.725584,0.7044283,0.71597296,0.7145242,0.6997949,0.71169275,0.71902066,0.72210264,0.7245954,0.74829715,0.71829855,0.7088093,0.72109234,0.73503447,0.73664266,0.74112725,0.7196846,0.75049484,0.7366959,0.73378,0.74878466,0.78891325,0.7525341,0.75554824,0.7252298,0.72592634,0.70855016,0.73356557,0.7557329,0.76191723,0.7606535,0.7276342,0.7412839,0.7501669,0.747876,0.7575271,0.7422012,0.7459272,0.7519768,0.7720285,0.7486147,0.761824,0.7614641,0.74932647,0.7392811,0.75991267,0.77499545,0.738202,0.7370744,0.7619618,0.7289172,0.75197685,0.7544863,0.7544966,0.7430403,0.75386965,0.75406384,0.77388245,0.7194844,0.754789,0.7584387,0.7305776,0.7755232,0.7749722,0.74147826,0.74665815,0.7286151,0.781208,0.74322486,0.74835485,0.7357315,0.7333931,0.72578204,0.7303293,0.71247697,0.7111364,0.70752734,0.7631594,0.77642107,0.7326203,0.7549186,0.7439935,0.7698813,0.748872,0.84628356,0.85368925,0.82857215,0.8356699,0.84447074,0.8732511,0.89845157,1.0,0.8445128,0.80062854,0.74916494,0.75091106,0.74278307,0.72607386,0.74957216,0.7317558,0.7573355,0.75593126,0.68964916,0.7330456,0.75612646,0.7346504,0.7323798,0.7410885,0.7319389,0.7291533,0.70263815,0.74200916,0.72979915,0.73227274,0.7893685,0.73337615,0.7612715,0.7786789,0.7742373,0.7700311,0.7552911,0.6953186,0.7083417,0.76033276,0.7251656,0.75455713,0.7115397,0.71682566,0.7648464,0.7343638,0.7397957,0.758758,0.7716408,0.7073793
SO,0.7147043,0.74516994,0.73533803,0.7327299,0.70535135,0.72353923,0.74281967,0.7334524,0.74767137,0.71977156,0.73578906,0.74756,0.7385148,0.73552203,0.72362286,0.70749474,0.7450198,0.71782285,0.7351162,0.73325884,0.7436687,0.7418716,0.73635006,0.7342948,0.7180056,0.73156714,0.7341863,0.6871855,0.7103256,0.72249764,0.7235131,0.73498887,0.78449047,0.7353143,0.74270904,0.7022177,0.7110116,0.69929713,0.72613907,0.7339721,0.7497382,0.7784249,0.73984236,0.7939115,0.78990614,0.7691714,0.79669935,0.77588,0.7544898,0.74000937,0.7626467,0.75055593,0.7896545,0.7692913,0.75995374,0.73340654,0.76377726,0.7706791,0.76128846,0.7647187,0.756143,0.7393102,0.7574338,0.7456336,0.73323166,0.73964036,0.72390974,0.7542824,0.7477736,0.71410483,0.7462757,0.75870806,0.7604365,0.75871384,0.8048754,0.78426594,0.82043236,0.774037,0.8268099,0.7509062,0.73977673,0.7401877,0.7249167,0.73613703,0.74576616,0.7139882,0.7572673,0.7137771,0.7399405,0.7696914,0.7290585,0.7488935,0.724272,0.7903247,0.7613051,0.84374404,0.89273554,0.823614,0.8547604,0.83712053,0.84861815,0.8850179,0.8445128,0.9999999,0.7830139,0.7921344,0.76918805,0.76185936,0.7203175,0.75708395,0.74386054,0.742644,0.76320815,0.71306396,0.7440371,0.7822645,0.7097582,0.7449592,0.75652957,0.726612,0.72761273,0.6823872,0.7549691,0.71212876,0.7085196,0.75531673,0.7374251,0.76302844,0.7942846,0.76843405,0.7671908,0.78559446,0.6972037,0.7239338,0.7276301,0.74072593,0.76451737,0.7106191,0.7142662,0.7516267,0.7119756,0.7122064,0.70748335,0.7632879,0.6971443
AL,0.76615244,0.7742028,0.77675635,0.7721236,0.77018726,0.7534257,0.7744242,0.7648694,0.74595404,0.7450849,0.7434672,0.73189235,0.72906387,0.75390285,0.73161227,0.7383313,0.74350375,0.71695334,0.75416183,0.79247415,0.7521759,0.77374035,0.72857624,0.7521709,0.7682272,0.75987273,0.74910116,0.71992266,0.7310801,0.75538516,0.7695238,0.78576064,0.7695029,0.75257885,0.75203955,0.73048675,0.7286558,0.72548115,0.7206998,0.761801,0.7666396,0.78663296,0.7472347,0.788417,0.768908,0.77188724,0.78183085,0.76366735,0.7999534,0.7845413,0.7811028,0.78286386,0.7957735,0.7991222,0.7758205,0.7741923,0.81669647,0.8001721,0.799293,0.79462844,0.81055194,0.76561415,0.77692276,0.769434,0.75458753,0.7538464,0.7357908,0.74039495,0.7559482,0.7350057,0.7449444,0.73367393,0.7262997,0.76191586,0.7912526,0.7712965,0.76606673,0.74776554,0.78999126,0.7873785,0.73946,0.7956577,0.7260228,0.7764814,0.7560389,0.717454,0.7352712,0.74266374,0.7770069,0.80652285,0.7201028,0.75242746,0.7472534,0.74600005,0.7460371,0.8042417,0.80833447,0.75733966,0.7726212,0.7960624,0.8140944,0.8266133,0.80062854,0.7830139,1.0,0.86401486,0.89747286,0.87334,0.7360239,0.7398555,0.75787413,0.7586211,0.7391112,0.72652316,0.7566521,0.7846111,0.7435242,0.7564337,0.79902756,0.7638987,0.75635374,0.72165906,0.7465422,0.7395632,0.7436768,0.73735523,0.74681884,0.7745025,0.83862746,0.79920685,0.7750975,0.76654834,0.7247539,0.73221374,0.74606735,0.75074095,0.74337685,0.7021927,0.7205763,0.73875314,0.76961684,0.7488728,0.7431457,0.813732,0.72806126
AGL,0.75890213,0.75590974,0.7393585,0.773913,0.7550875,0.7435232,0.74943256,0.74959475,0.74973774,0.76498973,0.7555978,0.7724638,0.7351413,0.74090695,0.7141295,0.70814556,0.7691995,0.7136926,0.75905794,0.7825968,0.7607876,0.7715728,0.7031122,0.74394596,0.74340856,0.7323484,0.7293172,0.72621334,0.70776576,0.7109959,0.7443298,0.7801497,0.8199376,0.75661254,0.77358407,0.7173971,0.7074038,0.7081356,0.70163065,0.71214926,0.77170885,0.7970154,0.78518146,0.81773067,0.79943454,0.7928839,0.8126061,0.8126556,0.7897198,0.78347707,0.7696308,0.7739617,0.79662,0.7701485,0.8125753,0.7867967,0.79991007,0.8090265,0.79389066,0.8142287,0.75249636,0.7408087,0.79801273,0.7788517,0.75385857,0.78678334,0.7766063,0.77717626,0.78208196,0.72716796,0.77487874,0.75234914,0.74836504,0.74384105,0.79695493,0.765273,0.7729515,0.76150036,0.7875507,0.816961,0.75465596,0.7817433,0.76699805,0.8164669,0.7593801,0.7251065,0.76998675,0.7672402,0.7864606,0.78342956,0.7618413,0.76068217,0.723336,0.76830775,0.76532584,0.82452786,0.8130163,0.77285284,0.7514192,0.77484906,0.78037375,0.81078196,0.74916494,0.7921344,0.86401486,1.0,0.8910538,0.8401735,0.76123965,0.81676483,0.77488834,0.7755842,0.75979996,0.72824496,0.75123465,0.81230307,0.7648276,0.7764592,0.78268236,0.7594119,0.77315366,0.727427,0.73154014,0.79573363,0.71602523,0.7237943,0.80089754,0.77131164,0.81013817,0.76701367,0.7384672,0.79894054,0.70483273,0.71717674,0.7298572,0.7541712,0.7829495,0.68467903,0.7323437,0.71809745,0.73128486,0.73319685,0.7210985,0.8110541,0.72981364
